ID,Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
F002S061,35,"TY Hou, JM Monk, YY Fan, R Barhoumi, ...","n− 3 polyunsaturated fatty acids suppress phosphatidylinositol 4, 5-bisphosphate-dependent actin remodelling during CD4+ T-cell activation",2012.0,Biochemical …,biochemj.org,http://www.biochemj.org/content/443/1/27.abstract,"https://scholar.google.com/scholar?cites=2838470279158342448&as_sdt=400005&sciodt=0,14&hl=en",62,2019-04-25,,,,,,,,,35,5.0,7,5,7.0
F002S062,35,"E Filaire, A Massart, M Rouveix, H Portier, ...",Effects of 6 weeks of n-3 fatty acids and antioxidant mixture on lipid peroxidation at rest and postexercise,2011.0,European journal of …,Springer,https://link.springer.com/article/10.1007/s00421-010-1807-x,"https://scholar.google.com/scholar?cites=3482654337968884123&as_sdt=400005&sciodt=0,14&hl=en",63,2019-04-25,HTML,,,,,,,,35,4.38,7,5,8.0
F002S063,35,"EK Pauwels, M Kostkiewicz","Fatty acid facts, Part III: Cardiovascular disease, or, a fish diet is not fishy.",2008.0,Drug news & perspectives,europepmc.org,https://europepmc.org/abstract/med/19221636,"https://scholar.google.com/scholar?cites=6695504950230855060&as_sdt=400005&sciodt=0,14&hl=en",64,2019-04-25,,,,,,,,,35,3.18,18,2,11.0
F002S064,35,SC Knight,Specialized perinodal fat fuels and fashions immunity,2008.0,Immunity,Elsevier,https://www.sciencedirect.com/science/article/pii/S1074761308000320,"https://scholar.google.com/scholar?cites=3761908009563551395&as_sdt=400005&sciodt=0,14&hl=en",65,2019-04-25,HTML,,,,,,,,35,3.18,35,1,11.0
F002S065,35,"C Fan, H Zirpoli, K Qi",n-3 fatty acids modulate adipose tissue inflammation and oxidative stress,2013.0,Current Opinion in Clinical Nutrition & …,journals.lww.com,https://journals.lww.com/co-clinicalnutrition/Fulltext/2013/03000/n_3_fatty_acids_modulate_adipose_tissue.3.aspx,"https://scholar.google.com/scholar?cites=16409897235160279077&as_sdt=400005&sciodt=0,14&hl=en",66,2019-04-25,HTML,,,,,,,,35,5.83,12,3,6.0
F002S066,34,JM Olefsky,G protein-coupled receptors as targets for anti-diabetic therapeutics,2016.0,Nature Reviews Drug Discovery,nature.com,https://www.nature.com/nrd/journal/v15/n3/abs/nrd.2015.4.html,"https://scholar.google.com/scholar?cites=17414096773742857873&as_sdt=400005&sciodt=0,14&hl=en",67,2019-04-25,,,,,,,,,34,11.33,34,1,3.0
F002S067,34,"P Nandivada, SJ Carlson, MI Chang, ...",Treatment of parenteral nutrition-associated liver disease: the role of lipid emulsions,2013.0,Advances in …,academic.oup.com,https://academic.oup.com/advances/article-abstract/4/6/711/4595578,"https://scholar.google.com/scholar?cites=9770599027643694598&as_sdt=400005&sciodt=0,14&hl=en",68,2019-04-25,,,,,,,,,34,5.67,9,4,6.0
F002S068,34,"E Filaire, A Massart, H Portier, ...",Effect of 6 Weeks of n-3 fatty-acid supplementation on oxidative stress in Judo athletes,2010.0,… journal of sport …,journals.humankinetics.com,https://journals.humankinetics.com/doi/abs/10.1123/ijsnem.20.6.496,"https://scholar.google.com/scholar?cites=11569568925872033718&as_sdt=400005&sciodt=0,14&hl=en",69,2019-04-25,,,,,,,,,34,3.78,9,4,9.0
F002S069,36,"HH Chang, CS Chen, JY Lin","Dietary perilla oil lowers serum lipids and ovalbumin-specific IgG1, but increases total IgE levels in ovalbumin-challenged mice",2009.0,Food and chemical toxicology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0278691509000301,"https://scholar.google.com/scholar?cites=3928253323413196654&as_sdt=400005&sciodt=0,14&hl=en",70,2019-04-25,HTML,,,,,,,,36,3.6,12,3,10.0
F002S070,32,"F Guebre-Egziabher, C Debard, J Drai, L Denis, ...",Differential dose effect of fish oil on inflammation and adipose tissue gene expression in chronic kidney disease patients,2013.0,Nutrition,Elsevier,https://www.sciencedirect.com/science/article/pii/S0899900712004170,"https://scholar.google.com/scholar?cites=11995063601857489633&as_sdt=400005&sciodt=0,14&hl=en",71,2019-04-25,HTML,,,,,,,,32,5.33,6,5,6.0
F002S071,33,"I Rudkowska, B Marcotte, G Pilon, C Lavigne, ...",Fish nutrients decrease expression levels of tumor necrosis factor-α in cultured human macrophages,2009.0,Physiological …,physiology.org,https://www.physiology.org/doi/abs/10.1152/physiolgenomics.00120.2009,"https://scholar.google.com/scholar?cites=5023052046743487804&as_sdt=400005&sciodt=0,14&hl=en",72,2019-04-25,,,,,,,,,33,3.3,7,5,10.0
F002S072,31,"S Mebarek, N Ermak, A Benzaria, S Vicca, ...",Effects of increasing docosahexaenoic acid intake in human healthy volunteers on lymphocyte activation and monocyte apoptosis,2008.0,British journal of …,cambridge.org,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/effects-of-increasing-docosahexaenoic-acid-intake-in-human-healthy-volunteers-on-lymphocyte-activation-and-monocyte-apoptosis/0CE4BD82A0C5E6FD5772D38A02FAA3B3,"https://scholar.google.com/scholar?cites=4355847959258157268&as_sdt=400005&sciodt=0,14&hl=en",73,2019-04-25,,,,,,,,,31,2.82,6,5,11.0
F002S073,31,"A Pinel, B Morio-Liondore, F Capel",n−3 polyunsaturated fatty acids modulate metabolism of insulin-sensitive tissues: implication for the prevention of type 2 diabetes,2014.0,Journal of physiology and …,Springer,https://link.springer.com/article/10.1007/s13105-013-0303-2,"https://scholar.google.com/scholar?cites=11851040104882621728&as_sdt=400005&sciodt=0,14&hl=en",74,2019-04-25,HTML,,,,,,,,31,6.2,10,3,5.0
F002S074,29,"D Vauzour, A Martinsen, S Layé",Neuroinflammatory processes in cognitive disorders: is there a role for flavonoids and n-3 polyunsaturated fatty acids in counteracting their detrimental effects …,2015.0,Neurochemistry international,Elsevier,https://www.sciencedirect.com/science/article/pii/S0197018615300322,"https://scholar.google.com/scholar?cites=3814103026259579958&as_sdt=400005&sciodt=0,14&hl=en",75,2019-04-25,HTML,,,,,,,,29,7.25,10,3,4.0
F002S075,29,"T Jafari, AA Fallah, L Azadbakht",Role of dietary n-3 polyunsaturated fatty acids in type 2 diabetes: a review of epidemiological and clinical studies,2013.0,Maturitas,Elsevier,https://www.sciencedirect.com/science/article/pii/S0378512213000170,"https://scholar.google.com/scholar?cites=3908569200162756671&as_sdt=400005&sciodt=0,14&hl=en",76,2019-04-25,HTML,,,,,,,,29,4.83,10,3,6.0
F002S076,29,"P Brassard, A Larbi, A Grenier, F Frisch, C Fortin, ...",Modulation of T-cell signalling by non-esterified fatty acids,2007.0,… and Essential Fatty …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0952327807001457,"https://scholar.google.com/scholar?cites=11272594297767620021&as_sdt=400005&sciodt=0,14&hl=en",77,2019-04-25,HTML,,,,,,,,29,2.42,5,6,12.0
F002S077,29,"S Serini, A Bizzarro, E Piccioni, ...",EPA and DHA differentially affect in vitro inflammatory cytokine release by peripheral blood mononuclear cells from Alzheimer's patients,2012.0,Current Alzheimer …,ingentaconnect.com,https://www.ingentaconnect.com/content/ben/car/2012/00000009/00000008/art00004,"https://scholar.google.com/scholar?cites=11806060436899839966&as_sdt=400005&sciodt=0,14&hl=en",78,2019-04-25,,,,,,,,,29,4.14,7,4,7.0
F002S078,28,"B Koletzko, R Uauy, A Palou, F Kok, ...",Dietary intake of eicosapentaenoic acid (EPA) and docosahexaenoic acid (DHA) in children–a workshop report,2010.0,British journal of …,cambridge.org,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/dietary-intake-of-eicosapentaenoic-acid-epa-and-docosahexaenoic-acid-dha-in-children-a-workshop-report/16FE4C48F0854AC9D39B3CFB71E9EF41,"https://scholar.google.com/scholar?cites=14881054599780117700&as_sdt=400005&sciodt=0,14&hl=en",79,2019-04-25,,,,,,,,,28,3.11,6,5,9.0
F002S079,28,"I Laake, MH Carlsen, JI Pedersen, ...",Intake of trans fatty acids from partially hydrogenated vegetable and fish oils and ruminant fat in relation to cancer risk,2013.0,… journal of cancer,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/ijc.27737,"https://scholar.google.com/scholar?cites=10326245236478143883&as_sdt=400005&sciodt=0,14&hl=en",80,2019-04-25,,,,,,,,,28,4.67,7,4,6.0
F002S080,28,"P Nandivada, E Cowan, SJ Carlson, M Chang, ...",Mechanisms for the effects of fish oil lipid emulsions in the management of parenteral nutrition-associated liver disease,2013.0,… and Essential Fatty …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0952327813000525,"https://scholar.google.com/scholar?cites=16385778006857227925&as_sdt=400005&sciodt=0,14&hl=en",81,2019-04-25,HTML,,,,,,,,28,4.67,6,5,6.0
F002S081,27,"R Poureslami, K Raes, G Huyghebaert, ...","Effects of diet, age and gender on the polyunsaturated fatty acid composition of broiler anatomical compartments",2010.0,British poultry …,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/00071660903419518,"https://scholar.google.com/scholar?cites=12160794200748648096&as_sdt=400005&sciodt=0,14&hl=en",82,2019-04-25,,,,,,,,,27,3.0,7,4,9.0
F002S082,26,"L Martín Valverde, PA González Moreno, ...",Concentration of docosahexaenoic acid (DHA) by selective alcoholysis catalyzed by lipases,2012.0,Journal of the …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/pdf/10.1007/s11746-012-2056-4,"https://scholar.google.com/scholar?cites=477939143018813286&as_sdt=400005&sciodt=0,14&hl=en",83,2019-04-25,PDF,,,,,,,,26,3.71,9,3,7.0
F002S083,26,"C Weise, K Hilt, M Milovanovic, D Ernst, R Rühl, ...",Inhibition of IgE production by docosahexaenoic acid is mediated by direct interference with STAT6 and NFκB pathway in human B cells,2011.0,The Journal of nutritional …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0955286310000628,"https://scholar.google.com/scholar?cites=4754683297295910820&as_sdt=400005&sciodt=0,14&hl=en",84,2019-04-25,HTML,,,,,,,,26,3.25,4,6,8.0
F002S084,26,"C Morin, S Fortin, AM Cantin, ...",MAG‐EPA resolves lung inflammation in an allergic model of asthma,2013.0,Clinical & Experimental …,Wiley Online Library,https://nyaspubs.onlinelibrary.wiley.com/doi/pdf/10.1111/cea.12162,"https://scholar.google.com/scholar?cites=16439533846496148389&as_sdt=400005&sciodt=0,14&hl=en",85,2019-04-25,PDF,,,,,,,,26,4.33,7,4,6.0
F002S085,25,"CT Damsgaard, C Mølgaard, J Matthiessen, ...",The effects of n-3 long-chain polyunsaturated fatty acids on bone formation and growth factors in adolescent boys,2012.0,Pediatric …,nature.com,https://www.nature.com/articles/pr201228,"https://scholar.google.com/scholar?cites=14232326795180397467&as_sdt=400005&sciodt=0,14&hl=en",86,2019-04-25,,,,,,,,,25,3.57,6,4,7.0
F002S086,24,"J Hallund, BO Madsen, SH Bügel, ...",The effect of farmed trout on cardiovascular risk markers in healthy men,2010.0,British journal of …,cambridge.org,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/effect-of-farmed-trout-on-cardiovascular-risk-markers-in-healthy-men/DB6D21901828B6D06BBD219CC81A41B2,"https://scholar.google.com/scholar?cites=12733852365330322528&as_sdt=400005&sciodt=0,14&hl=en",87,2019-04-25,,,,,,,,,24,2.67,6,4,9.0
F002S087,24,"L Pottel, M Lycke, T Boterberg, I Foubert, H Pottel, ...","Omega-3 fatty acids: physiology, biological sources and potential applications in supportive cancer care",2014.0,Phytochemistry …,Springer,https://link.springer.com/article/10.1007/s11101-013-9309-1,"https://scholar.google.com/scholar?cites=2590606532561450673&as_sdt=400005&sciodt=0,14&hl=en",88,2019-04-25,HTML,,,,,,,,24,4.8,4,6,5.0
F002S088,24,"RJT Mocking, J Assies, M Bot, EHJM Jansen, ...",Biological effects of add-on eicosapentaenoic acid supplementation in diabetes mellitus and co-morbid depression: a randomized controlled trial,2012.0,PLoS one,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0049431,"https://scholar.google.com/scholar?cites=7623193202237641994&as_sdt=400005&sciodt=0,14&hl=en",89,2019-04-25,HTML,,,,,,,,24,3.43,5,5,7.0
F002S089,23,"CM Figueredo, GL Martinez, JC Koury, ...",Serum Levels of Long‐Chain Polyunsaturated Fatty Acids in Patients With Periodontal Disease,2013.0,Journal of …,Wiley Online Library,https://aap.onlinelibrary.wiley.com/doi/abs/10.1902/jop.2012.120171,"https://scholar.google.com/scholar?cites=15208258056235532176&as_sdt=400005&sciodt=0,14&hl=en",90,2019-04-25,,,,,,,,,23,3.83,6,4,6.0
F002S090,23,"E Granot, E Jakobovich, R Rabinowitz, P Levy, ...",DHA supplementation during pregnancy and lactation affects infants' cellular but not humoral immune response,2011.0,Mediators of …,hindawi.com,https://www.hindawi.com/journals/mi/2011/493925/abs/,"https://scholar.google.com/scholar?cites=1168239142010400647&as_sdt=400005&sciodt=0,14&hl=en",91,2019-04-25,,,,,,,,,23,2.88,5,5,8.0
F002S091,23,"AA Daak, AY Elderdery, LM Elbashir, ...",Omega 3 (n− 3) fatty acids down-regulate nuclear factor-kappa B (NF-κB) gene and blood cell adhesion molecule expression in patients with homozygous …,2015.0,"Blood Cells, Molecules …",Elsevier,https://www.sciencedirect.com/science/article/pii/S1079979615000741,"https://scholar.google.com/scholar?cites=8202556427248780810&as_sdt=400005&sciodt=0,14&hl=en",92,2019-04-25,HTML,,,,,,,,23,5.75,6,4,4.0
F002S092,23,"CJ Fabian, BF Kimler, TA Phillips, JL Nydegger, ...",Modulation of breast cancer risk biomarkers by high-dose omega-3 fatty acids: phase II pilot study in postmenopausal women,2015.0,Cancer Prevention …,AACR,http://cancerpreventionresearch.aacrjournals.org/content/8/10/922.short,"https://scholar.google.com/scholar?cites=5366990664022972607&as_sdt=400005&sciodt=0,14&hl=en",93,2019-04-25,,,,,,,,,23,5.75,5,5,4.0
F002S093,20,"R Herzog, S Cunningham-Rundles",Immunologic impact of nutrient depletion in chronic obstructive pulmonary disease,2011.0,Current drug targets,ingentaconnect.com,https://www.ingentaconnect.com/content/ben/cdt/2011/00000012/00000004/art00006,"https://scholar.google.com/scholar?cites=7534131431903852643&as_sdt=400005&sciodt=0,14&hl=en",94,2019-04-25,,,,,,,,,20,2.5,10,2,8.0
F002S094,20,"B van't Land, G Boehm, J Garssen",Breast milk: components with immune modulating potential and their possible role in immune mediated disease resistance,2010.0,Dietary components and immune …,Springer,https://link.springer.com/chapter/10.1007/978-1-60761-061-8_2,"https://scholar.google.com/scholar?cites=9784318434074797199&as_sdt=400005&sciodt=0,14&hl=en",95,2019-04-25,,,,,,,,,20,2.22,7,3,9.0
F002S095,20,"JA Grieger, MD Miller, L Cobiac","Investigation of the effects of a high fish diet on inflammatory cytokines, blood pressure, and lipids in healthy older Australians",2014.0,Food & nutrition research,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.3402/fnr.v58.20369,"https://scholar.google.com/scholar?cites=13613510949307319135&as_sdt=400005&sciodt=0,14&hl=en",96,2019-04-25,,,,,,,,,20,4.0,7,3,5.0
F002S096,21,"B Kirkhus, A Lamglait, KE Eilertsen, E Falch, ...",Effects of similar intakes of marine n-3 fatty acids from enriched food products and fish oil on cardiovascular risk markers in healthy human subjects,2012.0,British Journal of …,cambridge.org,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/effects-of-similar-intakes-of-marine-n3-fatty-acids-from-enriched-food-products-and-fish-oil-on-cardiovascular-risk-markers-in-healthy-human-subjects/65EA45E951788F30FA4B4863BA067884,"https://scholar.google.com/scholar?cites=3534308191034398488&as_sdt=400005&sciodt=0,14&hl=en",97,2019-04-25,,,,,,,,,21,3.0,4,5,7.0
F002S097,18,"CT Damsgaard, L Lauritzen, PC Calder, ...",Reduced ex vivo interleukin-6 production by dietary fish oil is not modified by linoleic acid intake in healthy men,2009.0,The Journal of …,academic.oup.com,https://academic.oup.com/jn/article-abstract/139/7/1410/4670488,"https://scholar.google.com/scholar?cites=7929952608672848836&as_sdt=400005&sciodt=0,14&hl=en",98,2019-04-25,,,,,,,,,18,1.8,5,4,10.0
F002S098,18,"D Keinan, N Leigh, J Nelson, L De Oleo, ...",Understanding resolvin signaling pathways to improve oral health,2013.0,International journal of …,mdpi.com,https://www.mdpi.com/1422-0067/14/3/5501,"https://scholar.google.com/scholar?cites=14059481370999624943&as_sdt=400005&sciodt=0,14&hl=en",99,2019-04-25,,,,,,,,,18,3.0,4,5,6.0
F002S099,17,"M Chang, M Puder, K Gura",The use of fish oil lipid emulsion in the treatment of intestinal failure associated liver disease (IFALD),2012.0,Nutrients,mdpi.com,https://www.mdpi.com/2072-6643/4/12/1828,"https://scholar.google.com/scholar?cites=6846523975769870230&as_sdt=400005&sciodt=0,14&hl=en",100,2019-04-25,,,,,,,,,17,2.43,6,3,7.0
F002S100,17,"JM Monk, HF Turk, YY Fan, E Callaway, ...",Antagonizing arachidonic acid-derived eicosanoids reduces inflammatory Th17 and Th1 cell-mediated inflammation and colitis severity,2014.0,Mediators of …,hindawi.com,https://www.hindawi.com/journals/mi/2014/917149/abs/,"https://scholar.google.com/scholar?cites=12901714517293082500&as_sdt=400005&sciodt=0,14&hl=en",101,2019-04-25,,,,,,,,,17,3.4,3,5,5.0
F002S101,16,"JC McDaniel, K Ahijevych, ...",Effect of n-3 oral supplements on the n-6/n-3 ratio in young adults,2010.0,Western journal of …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0193945909347913,"https://scholar.google.com/scholar?cites=10443912306531573528&as_sdt=400005&sciodt=0,14&hl=en",102,2019-04-25,,,,,,,,,16,1.78,5,3,9.0
F002S102,15,"GL Martinez, JC Koury, F Brito, ...",The impact of non‐surgical periodontal treatment on serum levels of long chain–polyunsaturated fatty acids: a pilot randomized clinical trial,2014.0,Journal of …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/jre.12104,"https://scholar.google.com/scholar?cites=1245658310588725709&as_sdt=400005&sciodt=0,14&hl=en",103,2019-04-25,,,,,,,,,15,3.0,4,4,5.0
F002S103,16,"EJ Mayer-Davis, D Dabelea, JL Crandell, ...",Nutritional factors and preservation of C-peptide in youth with recently diagnosed type 1 diabetes: SEARCH Nutrition Ancillary Study,2013.0,Diabetes …,Am Diabetes Assoc,http://care.diabetesjournals.org/content/36/7/1842.short,"https://scholar.google.com/scholar?cites=12864533247237776321&as_sdt=400005&sciodt=0,14&hl=en",104,2019-04-25,HTML,,,,,,,,16,2.67,4,4,6.0
F002S104,17,"LM Valverde, PAG Moreno, LE Cerdán, ...",Concentration of docosahexaenoic and eicosapentaenoic acids by enzymatic alcoholysis with different acyl-acceptors,2014.0,Biochemical …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1369703X14002277,"https://scholar.google.com/scholar?cites=16724272812904023440&as_sdt=400005&sciodt=0,14&hl=en",105,2019-04-25,HTML,,,,,,,,17,3.4,4,4,5.0
F002S105,15,"U Limtipsuntorn, Y Haga, H Kondo, I Hirono, ...",Microarray Analysis of Hepatic Gene Expression in Juvenile Japanese Flounder Paralichthys olivaceus Fed Diets Supplemented with Fish or Vegetable Oils,2014.0,Marine …,Springer,https://link.springer.com/article/10.1007/s10126-013-9535-y,"https://scholar.google.com/scholar?cites=4531909662403163386&as_sdt=400005&sciodt=0,14&hl=en",106,2019-04-25,HTML,,,,,,,,15,3.0,3,5,5.0
F002S106,14,"GS Lewis, MC Wulster-Radcliffe, JH Herbein","Fatty acid profiles, growth, and immune responses of neonatal lambs fed milk replacer and supplemented with fish oil or safflower oil",2008.0,Small ruminant research,Elsevier,https://www.sciencedirect.com/science/article/pii/S0921448808001661,"https://scholar.google.com/scholar?cites=12886521928305772218&as_sdt=400005&sciodt=0,14&hl=en",107,2019-04-25,HTML,,,,,,,,14,1.27,5,3,11.0
F002S107,14,"R Robertson, F Guihéneuf, M Schmid, ...",Algae-derived polyunsaturated fatty acids: implications for human health,2013.0,… Fatty Acids: Sources …,researchgate.net,https://www.researchgate.net/profile/Freddy_Guiheneuf/publication/258343913_Algae-Derived_Polyunsaturated_Fatty_Acids_Implications_for_Human_Health/links/0c96052827a0b7ee5d000000.pdf,"https://scholar.google.com/scholar?cites=47931025472363202&as_sdt=400005&sciodt=0,14&hl=en",108,2019-04-25,PDF,,,,,,,,14,2.33,4,4,6.0
F002S108,14,"J Schwager, N Richard, C Riegger, ...",ω-3 PUFAs and resveratrol differently modulate acute and chronic inflammatory processes,2015.0,BioMed research …,hindawi.com,https://www.hindawi.com/journals/bmri/aa/535189/,"https://scholar.google.com/scholar?cites=4696227774688731379&as_sdt=400005&sciodt=0,14&hl=en",109,2019-04-25,HTML,,,,,,,,14,3.5,4,4,4.0
F002S109,14,"LM Jaremka, HM Derry, R Bornstein, ...",Omega-3 supplementation and loneliness-related memory problems: secondary analyses of a randomized controlled trial,2014.0,Psychosomatic …,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4288961/,"https://scholar.google.com/scholar?cites=10054096974227118750&as_sdt=400005&sciodt=0,14&hl=en",110,2019-04-25,HTML,,,,,,,,14,2.8,4,4,5.0
F002S110,14,"LM Valverde, PAG Moreno, ...",Concentration of eicosapentaenoic acid (EPA) by selective alcoholysis catalyzed by lipases,2013.0,European Journal of …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/ejlt.201300005,"https://scholar.google.com/scholar?cites=10041010288586697415&as_sdt=400005&sciodt=0,14&hl=en",111,2019-04-25,,,,,,,,,14,2.33,5,3,6.0
F002S111,12,"J Mackay, MC Pearce, S Thevasagayam, ...","Fatty acid composition and lipogenic enzyme protein expression in subcutaneous adipose tissue of male pigs vaccinated against boar taint, barrows, and entire boars",2013.0,Journal of Animal …,academic.oup.com,https://academic.oup.com/jas/article-abstract/91/1/395/4703094,"https://scholar.google.com/scholar?cites=11506830704115464548&as_sdt=400005&sciodt=0,14&hl=en",112,2019-04-25,,,,,,,,,12,2.0,3,4,6.0
F002S112,12,"E Oliver, F McGillicuddy, C Phillips, ...",Postgraduate Symposium. The role of inflammation and macrophage accumulation in the development of obesity-induced type 2 diabetes mellitus and the …,2010.0,Proceedings of the …,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/2c05/3146b4303ff048662ef64c8520e387315d10.pdf,"https://scholar.google.com/scholar?cites=17472915714530776575&as_sdt=400005&sciodt=0,14&hl=en",113,2019-04-25,PDF,,,,,,,,12,1.33,3,4,9.0
F002S113,12,"VC Mazurak, V Lien, CJ Field, SD Goruk, ...",Long-chain polyunsaturated fat supplementation in children with low docosahexaenoic acid intakes alters immune phenotypes compared with placebo,2008.0,Journal of pediatric …,journals.lww.com,https://journals.lww.com/jpgn/Fulltext/2008/05000/Lower_Proportion_of_CD45R0__Cells_and_Deficient.15.aspx,"https://scholar.google.com/scholar?cites=10295334725047437616&as_sdt=400005&sciodt=0,14&hl=en",114,2019-04-25,HTML,,,,,,,,12,1.09,2,5,11.0
F002S114,12,"CG Marques, VC Santos, ...","Effects of DHA-rich fish oil supplementation on the lipid profile, markers of muscle damage, and neutrophil function in wheelchair basketball athletes before and after …",2015.0,Applied Physiology …,NRC Research Press,https://www.nrcresearchpress.com/doi/abs/10.1139/apnm-2014-0140,"https://scholar.google.com/scholar?cites=15228264403287609026&as_sdt=400005&sciodt=0,14&hl=en",115,2019-04-25,,,,,,,,,12,3.0,4,3,4.0
F002S115,13,"SC Sargi, MMO Dalalio, AG Moraes, ...",Role of omega-3 polyunsaturated fatty acids in the production of prostaglandin E2 and nitric oxide during experimental murine paracoccidioidomycosis,2013.0,BioMed research …,hindawi.com,https://www.hindawi.com/journals/bmri/2013/947687/abs/,"https://scholar.google.com/scholar?cites=5488847338964924610&as_sdt=400005&sciodt=0,14&hl=en",116,2019-04-25,,,,,,,,,13,2.17,3,4,6.0
F002S116,12,"M Peng, D Biswas",Short chain and polyunsaturated fatty acids in host gut health and foodborne bacterial pathogen inhibition,2017.0,Critical reviews in food science and nutrition,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/10408398.2016.1203286,"https://scholar.google.com/scholar?cites=13934139653238406800&as_sdt=400005&sciodt=0,14&hl=en",117,2019-04-25,,,,,,,,,12,6.0,6,2,2.0
F002S117,11,"AA Metry, W Abdelaal, M Ragaei, ...",SMOFlipid versus intralipid in postoperative ICU patients,2014.0,Enliven: Journal of …,researchgate.net,https://www.researchgate.net/profile/Ayman_Metry/publication/290243665_SMOFlipid_versus_Intralipid_in_Postoperative_ICU_Patients/links/5bc81b68458515f7d9c4de0c/SMOFlipid-versus-Intralipid-in-Postoperative-ICU-Patients.pdf,"https://scholar.google.com/scholar?cites=12493780649475601976&as_sdt=400005&sciodt=0,14&hl=en",118,2019-04-25,PDF,,,,,,,,11,2.2,3,4,5.0
F002S118,11,"Z Hofman, RD Van Anholt, WHA Kiers, ...","Liquid enteral nutritional composition suitable for tube feeding, minimizing lower and upper tract digestive conditions",2013.0,US Patent …,Google Patents,https://patents.google.com/patent/US8618047B2/en,"https://scholar.google.com/scholar?cites=11268873930147870241&as_sdt=400005&sciodt=0,14&hl=en",119,2019-04-25,,,,,,,,,11,1.83,3,4,6.0
F002S119,11,"GL Martinez, JC Koury, MA Martins, ...",Serum level changes of long chain-polyunsaturated fatty acids in patients undergoing periodontal therapy combined with one year of omega-3 …,2014.0,… of periodontal & …,synapse.koreamed.org,https://synapse.koreamed.org/search.php?where=aview&id=10.5051/jpis.2014.44.4.169&code=1150JPIS&vmode=FULL,"https://scholar.google.com/scholar?cites=10094378508932137754&as_sdt=400005&sciodt=0,14&hl=en",120,2019-04-25,HTML,,,,,,,,11,2.2,3,4,5.0
F002S120,11,"MJ Lewis, NKA Hamid, R Alhazzaa, K Hermon, ...",Targeted dietary micronutrient fortification modulates n− 3 LC-PUFA pathway activity in rainbow trout (Oncorhynchus mykiss),2013.0,Aquaculture,Elsevier,https://www.sciencedirect.com/science/article/pii/S0044848613003505,"https://scholar.google.com/scholar?cites=8284499253828271207&as_sdt=400005&sciodt=0,14&hl=en",121,2019-04-25,HTML,,,,,,,,11,1.83,2,5,6.0
F002S121,11,"KL Honda, S Lamon-Fava, NR Matthan, D Wu, ...",Docosahexaenoic acid differentially affects TNFα and IL-6 expression in LPS-stimulated RAW 264.7 murine macrophages,2015.0,… and Essential Fatty …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0952327815000630,"https://scholar.google.com/scholar?cites=17306470705899302365&as_sdt=400005&sciodt=0,14&hl=en",122,2019-04-25,HTML,,,,,,,,11,2.75,2,5,4.0
F002S122,10,"P Sanderson, RL Elsom, V Kirkpatrick, ...",UK food standards agency workshop report: diet and immune function,2010.0,British journal of …,cambridge.org,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/uk-food-standards-agency-workshop-report-diet-and-immune-function/62AC17E8A19E388843795162E68DCDA3,"https://scholar.google.com/scholar?cites=14514037070331997598&as_sdt=400005&sciodt=0,14&hl=en",123,2019-04-25,,,,,,,,,10,1.11,3,4,9.0
F002S123,10,"VG Rontoyanni, PP Sfikakis, GD Kitas, ...",Marine n-3 fatty acids for cardiovascular risk reduction and disease control in rheumatoid arthritis:“Kill two Birds with one Stone”?,2012.0,Current …,ingentaconnect.com,https://www.ingentaconnect.com/content/ben/cpd/2012/00000018/00000011/art00010,"https://scholar.google.com/scholar?cites=9349098073834767681&as_sdt=400005&sciodt=0,14&hl=en",124,2019-04-25,,,,,,,,,10,1.43,3,4,7.0
